timestamp,load_forecast_k1,load_forecast_k2,load_forecast_k3,load_forecast_k4,load_forecast_k5
4/4/07 14:00,9969,9969,9969,9969,9969
4/4/07 15:00,9842,9842,9842,9842,9842
4/4/07 16:00,9913,9913,9913,9913,9913
4/4/07 17:00,9925,9925,9925,9925,9925
4/4/07 18:00,10054,10054,10054,10054,10054
4/4/07 19:00,10014,10014,10014,10014,10014
4/4/07 20:00,10038,10038,10038,10038,10038
4/4/07 21:00,10102,10102,10102,10102,10102
4/4/07 22:00,9642,9642,9642,9642,9642
4/4/07 23:00,9138,9138,9138,9138,9138
4/5/07 0:00,8776,8776,8776,8776,8776
4/5/07 1:00,8645,8645,8645,8645,8645
4/5/07 2:00,8564,8564,8564,8564,8564
4/5/07 3:00,8613,8613,8613,8613,8613
4/5/07 4:00,8705,8705,8705,8705,8705
4/5/07 5:00,8635,8635,8635,8635,8635
4/5/07 6:00,9010,9010,9010,9010,9010
4/5/07 7:00,9505,9505,9505,9505,9505
4/5/07 8:00,9641,9641,9641,9641,9641
4/5/07 9:00,9761,9761,9761,9761,9761
4/5/07 10:00,9682,9682,9682,9682,9682
4/5/07 11:00,9399,9399,9399,9399,9399
4/5/07 12:00,9050,9050,9050,9050,9050
4/5/07 13:00,8831,8831,8831,8831,8831
4/5/07 14:00,8757,8757,8757,8757,8757
4/5/07 15:00,8730,8730,8730,8730,8730
4/5/07 16:00,8955,8955,8955,8955,8955
4/5/07 17:00,9052,9052,9052,9052,9052
4/5/07 18:00,9386,9386,9386,9386,9386
4/5/07 19:00,9608,9608,9608,9608,9608
4/5/07 20:00,9745,9745,9745,9745,9745
4/5/07 21:00,9728,9728,9728,9728,9728
4/5/07 22:00,9207,9207,9207,9207,9207
4/5/07 23:00,8829,8829,8829,8829,8829
4/6/07 0:00,8560,8560,8560,8560,8560
4/6/07 1:00,8415,8415,8415,8415,8415
4/6/07 2:00,8428,8428,8428,8428,8428
4/6/07 3:00,8509,8509,8509,8509,8509
4/6/07 4:00,8774,8774,8774,8774,8774
4/6/07 5:00,8675,8675,8675,8675,8675
4/6/07 6:00,9006,9006,9006,9006,9006
4/6/07 7:00,9539,9539,9539,9539,9539
4/6/07 8:00,9880,9880,9880,9880,9880
4/6/07 9:00,10119,10119,10119,10119,10119
4/6/07 10:00,10181,10181,10181,10181,10181
4/6/07 11:00,9993,9993,9993,9993,9993
4/6/07 12:00,9658,9658,9658,9658,9658
4/6/07 13:00,9451,9451,9451,9451,9451
4/6/07 14:00,9317,9317,9317,9317,9317
4/6/07 15:00,9402,9402,9402,9402,9402
4/6/07 16:00,9603,9603,9603,9603,9603
4/6/07 17:00,9604,9604,9604,9604,9604
4/6/07 18:00,9821,9821,9821,9821,9821
4/6/07 19:00,9990,9990,9990,9990,9990
4/6/07 20:00,10311,10311,10311,10311,10311
4/6/07 21:00,10294,10294,10294,10294,10294
4/6/07 22:00,9721,9721,9721,9721,9721
4/6/07 23:00,9216,9216,9216,9216,9216
4/7/07 0:00,8871,8871,8871,8871,8871
4/7/07 1:00,8777,8777,8777,8777,8777
4/7/07 2:00,8909,8909,8909,8909,8909
4/7/07 3:00,9437,9437,9437,9437,9437
4/7/07 4:00,10423,10423,10423,10423,10423
4/7/07 5:00,10883,10883,10883,10883,10883
4/7/07 6:00,11446,11446,11446,11446,11446
4/7/07 7:00,11702,11702,11702,11702,11702
4/7/07 8:00,11723,11723,11723,11723,11723
4/7/07 9:00,11680,11680,11680,11680,11680
4/7/07 10:00,11476,11476,11476,11476,11476
4/7/07 11:00,11304,11304,11304,11304,11304
4/7/07 12:00,11243,11243,11243,11243,11243
4/7/07 13:00,11116,11116,11116,11116,11116
4/7/07 14:00,10967,10967,10967,10967,10967
4/7/07 15:00,10884,10884,10884,10884,10884
4/7/07 16:00,10792,10792,10792,10792,10792
4/7/07 17:00,10657,10657,10657,10657,10657
4/7/07 18:00,10727,10727,10727,10727,10727
4/7/07 19:00,10755,10755,10755,10755,10755
4/7/07 20:00,10778,10778,10778,10778,10778
4/7/07 21:00,10740,10740,10740,10740,10740
4/7/07 22:00,10154,10154,10154,10154,10154
4/7/07 23:00,9515,9515,9515,9515,9515
4/8/07 0:00,9067,9067,9067,9067,9067
4/8/07 1:00,9050,9050,9050,9050,9050
4/8/07 2:00,9143,9143,9143,9143,9143
4/8/07 3:00,9650,9650,9650,9650,9650
4/8/07 4:00,10545,10545,10545,10545,10545
4/8/07 5:00,10926,10926,10926,10926,10926
4/8/07 6:00,11375,11375,11375,11375,11375
4/8/07 7:00,11643,11643,11643,11643,11643
4/8/07 8:00,11713,11713,11713,11713,11713
4/8/07 9:00,11787,11787,11787,11787,11787
4/8/07 10:00,11489,11489,11489,11489,11489
4/8/07 11:00,11376,11376,11376,11376,11376
4/8/07 12:00,11187,11187,11187,11187,11187
4/8/07 13:00,11113,11113,11113,11113,11113
4/8/07 14:00,10997,10997,10997,10997,10997
4/8/07 15:00,10934,10934,10934,10934,10934
4/8/07 16:00,10832,10832,10832,10832,10832
4/8/07 17:00,10670,10670,10670,10670,10670
4/8/07 18:00,10684,10684,10684,10684,10684
4/8/07 19:00,10755,10755,10755,10755,10755
4/8/07 20:00,10786,10786,10786,10786,10786
4/8/07 21:00,10582,10582,10582,10582,10582
4/8/07 22:00,9788,9788,9788,9788,9788
4/8/07 23:00,9284,9284,9284,9284,9284
4/9/07 0:00,8904,8904,8904,8904,8904
4/9/07 1:00,8866,8866,8866,8866,8866
4/9/07 2:00,8964,8964,8964,8964,8964
4/9/07 3:00,9408,9408,9408,9408,9408
4/9/07 4:00,10355,10355,10355,10355,10355
4/9/07 5:00,10806,10806,10806,10806,10806
4/9/07 6:00,11252,11252,11252,11252,11252
4/9/07 7:00,11482,11482,11482,11482,11482
4/9/07 8:00,11510,11510,11510,11510,11510
4/9/07 9:00,11548,11548,11548,11548,11548
4/9/07 10:00,11266,11266,11266,11266,11266
4/9/07 11:00,11162,11162,11162,11162,11162
4/9/07 12:00,10972,10972,10972,10972,10972
4/9/07 13:00,10810,10810,10810,10810,10810
4/9/07 14:00,10678,10678,10678,10678,10678
4/9/07 15:00,10709,10709,10709,10709,10709
4/9/07 16:00,10660,10660,10660,10660,10660
4/9/07 17:00,10474,10474,10474,10474,10474
4/9/07 18:00,10595,10595,10595,10595,10595
4/9/07 19:00,10626,10626,10626,10626,10626
4/9/07 20:00,10636,10636,10636,10636,10636
4/9/07 21:00,10481,10481,10481,10481,10481
4/9/07 22:00,9857,9857,9857,9857,9857
4/9/07 23:00,9218,9218,9218,9218,9218
4/10/07 0:00,8918,8918,8918,8918,8918
4/10/07 1:00,8850,8850,8850,8850,8850
4/10/07 2:00,8865,8865,8865,8865,8865
4/10/07 3:00,9333,9333,9333,9333,9333
4/10/07 4:00,10211,10211,10211,10211,10211
4/10/07 5:00,10638,10638,10638,10638,10638
4/10/07 6:00,11136,11136,11136,11136,11136
4/10/07 7:00,11367,11367,11367,11367,11367
4/10/07 8:00,11353,11353,11353,11353,11353
4/10/07 9:00,11391,11391,11391,11391,11391
4/10/07 10:00,11178,11178,11178,11178,11178
4/10/07 11:00,11050,11050,11050,11050,11050
4/10/07 12:00,10775,10775,10775,10775,10775
4/10/07 13:00,10582,10582,10582,10582,10582
4/10/07 14:00,10381,10381,10381,10381,10381
4/10/07 15:00,10377,10377,10377,10377,10377
4/10/07 16:00,10367,10367,10367,10367,10367
4/10/07 17:00,10119,10119,10119,10119,10119
4/10/07 18:00,10099,10099,10099,10099,10099
4/10/07 19:00,10262,10262,10262,10262,10262
4/10/07 20:00,10348,10348,10348,10348,10348
4/10/07 21:00,10143,10143,10143,10143,10143
4/10/07 22:00,9386,9386,9386,9386,9386
4/10/07 23:00,8803,8803,8803,8803,8803
4/11/07 0:00,8341,8341,8341,8341,8341
4/11/07 1:00,8110,8110,8110,8110,8110
4/11/07 2:00,7959,7959,7959,7959,7959
4/11/07 3:00,8139,8139,8139,8139,8139
4/11/07 4:00,8458,8458,8458,8458,8458
4/11/07 5:00,8622,8622,8622,8622,8622
4/11/07 6:00,9273,9273,9273,9273,9273
4/11/07 7:00,9868,9868,9868,9868,9868
4/11/07 8:00,10242,10242,10242,10242,10242
4/11/07 9:00,10296,10296,10296,10296,10296
4/11/07 10:00,10348,10348,10348,10348,10348
4/11/07 11:00,10049,10049,10049,10049,10049
4/11/07 12:00,9783,9783,9783,9783,9783
4/11/07 13:00,9703,9703,9703,9703,9703
4/11/07 14:00,9700,9700,9700,9700,9700
4/11/07 15:00,9754,9754,9754,9754,9754
4/11/07 16:00,9856,9856,9856,9856,9856
4/11/07 17:00,9754,9754,9754,9754,9754
4/11/07 18:00,9730,9730,9730,9730,9730
4/11/07 19:00,9736,9736,9736,9736,9736
4/11/07 20:00,9702,9702,9702,9702,9702
4/11/07 21:00,9591,9591,9591,9591,9591
4/11/07 22:00,8999,8999,8999,8999,8999
4/11/07 23:00,8581,8581,8581,8581,8581
4/12/07 0:00,8221,8221,8221,8221,8221
4/12/07 1:00,8070,8070,8070,8070,8070
4/12/07 2:00,8037,8037,8037,8037,8037
4/12/07 3:00,8130,8130,8130,8130,8130
4/12/07 4:00,8202,8202,8202,8202,8202
4/12/07 5:00,8185,8185,8185,8185,8185
4/12/07 6:00,8656,8656,8656,8656,8656
4/12/07 7:00,9069,9069,9069,9069,9069
4/12/07 8:00,9270,9270,9270,9270,9270
4/12/07 9:00,9418,9418,9418,9418,9418
4/12/07 10:00,9488,9488,9488,9488,9488
4/12/07 11:00,9162,9162,9162,9162,9162
4/12/07 12:00,8789,8789,8789,8789,8789
4/12/07 13:00,8654,8654,8654,8654,8654
4/12/07 14:00,8487,8487,8487,8487,8487
4/12/07 15:00,8561,8561,8561,8561,8561
4/12/07 16:00,8844,8844,8844,8844,8844
4/12/07 17:00,8991,8991,8991,8991,8991
4/12/07 18:00,9294,9294,9294,9294,9294
4/12/07 19:00,9493,9493,9493,9493,9493
4/12/07 20:00,9409,9409,9409,9409,9409
4/12/07 21:00,9180,9180,9180,9180,9180
4/12/07 22:00,8564,8564,8564,8564,8564
4/12/07 23:00,8282,8282,8282,8282,8282
4/13/07 0:00,8064,8064,8064,8064,8064
4/13/07 1:00,7999,7999,7999,7999,7999
4/13/07 2:00,8143,8143,8143,8143,8143
4/13/07 3:00,8631,8631,8631,8631,8631
4/13/07 4:00,9747,9747,9747,9747,9747
4/13/07 5:00,10417,10417,10417,10417,10417
4/13/07 6:00,10998,10998,10998,10998,10998
4/13/07 7:00,11434,11434,11434,11434,11434
4/13/07 8:00,11684,11684,11684,11684,11684
4/13/07 9:00,11872,11872,11872,11872,11872
4/13/07 10:00,11717,11717,11717,11717,11717
4/13/07 11:00,11611,11611,11611,11611,11611
4/13/07 12:00,11390,11390,11390,11390,11390
4/13/07 13:00,11214,11214,11214,11214,11214
4/13/07 14:00,10980,10980,10980,10980,10980
4/13/07 15:00,10906,10906,10906,10906,10906
4/13/07 16:00,10897,10897,10897,10897,10897
4/13/07 17:00,10655,10655,10655,10655,10655
4/13/07 18:00,10645,10645,10645,10645,10645
4/13/07 19:00,10725,10725,10725,10725,10725
4/13/07 20:00,10714,10714,10714,10714,10714
4/13/07 21:00,10387,10387,10387,10387,10387
4/13/07 22:00,9657,9657,9657,9657,9657
4/13/07 23:00,9100,9100,9100,9100,9100
4/14/07 0:00,8774,8774,8774,8774,8774
4/14/07 1:00,8749,8749,8749,8749,8749
4/14/07 2:00,8792,8792,8792,8792,8792
4/14/07 3:00,9174,9174,9174,9174,9174
4/14/07 4:00,10038,10038,10038,10038,10038
4/14/07 5:00,10476,10476,10476,10476,10476
4/14/07 6:00,11045,11045,11045,11045,11045
4/14/07 7:00,11242,11242,11242,11242,11242
4/14/07 8:00,11256,11256,11256,11256,11256
4/14/07 9:00,11378,11378,11378,11378,11378
4/14/07 10:00,11075,11075,11075,11075,11075
4/14/07 11:00,10927,10927,10927,10927,10927
4/14/07 12:00,10802,10802,10802,10802,10802
4/14/07 13:00,10704,10704,10704,10704,10704
4/14/07 14:00,10666,10666,10666,10666,10666
4/14/07 15:00,10618,10618,10618,10618,10618
4/14/07 16:00,10523,10523,10523,10523,10523
4/14/07 17:00,10315,10315,10315,10315,10315
4/14/07 18:00,10330,10330,10330,10330,10330
4/14/07 19:00,10499,10499,10499,10499,10499
4/14/07 20:00,10529,10529,10529,10529,10529
4/14/07 21:00,10135,10135,10135,10135,10135
4/14/07 22:00,9259,9259,9259,9259,9259
4/14/07 23:00,8714,8714,8714,8714,8714
4/15/07 0:00,8364,8364,8364,8364,8364
4/15/07 1:00,8315,8315,8315,8315,8315
4/15/07 2:00,8418,8418,8418,8418,8418
4/15/07 3:00,8857,8857,8857,8857,8857
4/15/07 4:00,9612,9612,9612,9612,9612
4/15/07 5:00,10213,10213,10213,10213,10213
4/15/07 6:00,10870,10870,10870,10870,10870
4/15/07 7:00,11199,11199,11199,11199,11199
4/15/07 8:00,11279,11279,11279,11279,11279
4/15/07 9:00,11398,11398,11398,11398,11398
4/15/07 10:00,11179,11179,11179,11179,11179
4/15/07 11:00,11102,11102,11102,11102,11102
4/15/07 12:00,11020,11020,11020,11020,11020
4/15/07 13:00,10885,10885,10885,10885,10885
4/15/07 14:00,10703,10703,10703,10703,10703
4/15/07 15:00,10708,10708,10708,10708,10708
4/15/07 16:00,10467,10467,10467,10467,10467
4/15/07 17:00,10114,10114,10114,10114,10114
4/15/07 18:00,10140,10140,10140,10140,10140
4/15/07 19:00,10407,10407,10407,10407,10407
4/15/07 20:00,10267,10267,10267,10267,10267
4/15/07 21:00,9971,9971,9971,9971,9971
4/15/07 22:00,9211,9211,9211,9211,9211
4/15/07 23:00,8732,8732,8732,8732,8732
4/16/07 0:00,8458,8458,8458,8458,8458
4/16/07 1:00,8428,8428,8428,8428,8428
4/16/07 2:00,8410,8410,8410,8410,8410
4/16/07 3:00,8828,8828,8828,8828,8828
4/16/07 4:00,9604,9604,9604,9604,9604
4/16/07 5:00,10188,10188,10188,10188,10188
4/16/07 6:00,10875,10875,10875,10875,10875
4/16/07 7:00,11159,11159,11159,11159,11159
4/16/07 8:00,11256,11256,11256,11256,11256
4/16/07 9:00,11435,11435,11435,11435,11435
4/16/07 10:00,11288,11288,11288,11288,11288
4/16/07 11:00,11201,11201,11201,11201,11201
4/16/07 12:00,11094,11094,11094,11094,11094
4/16/07 13:00,10938,10938,10938,10938,10938
4/16/07 14:00,10848,10848,10848,10848,10848
4/16/07 15:00,10829,10829,10829,10829,10829
4/16/07 16:00,10686,10686,10686,10686,10686
4/16/07 17:00,10443,10443,10443,10443,10443
4/16/07 18:00,10263,10263,10263,10263,10263
4/16/07 19:00,10351,10351,10351,10351,10351
4/16/07 20:00,10303,10303,10303,10303,10303
4/16/07 21:00,10035,10035,10035,10035,10035
4/16/07 22:00,9323,9323,9323,9323,9323
4/16/07 23:00,8824,8824,8824,8824,8824
4/17/07 0:00,8539,8539,8539,8539,8539
4/17/07 1:00,8353,8353,8353,8353,8353
4/17/07 2:00,8539,8539,8539,8539,8539
4/17/07 3:00,8899,8899,8899,8899,8899
4/17/07 4:00,9764,9764,9764,9764,9764
4/17/07 5:00,10365,10365,10365,10365,10365
4/17/07 6:00,10973,10973,10973,10973,10973
4/17/07 7:00,11297,11297,11297,11297,11297
4/17/07 8:00,11486,11486,11486,11486,11486
4/17/07 9:00,11596,11596,11596,11596,11596
4/17/07 10:00,11359,11359,11359,11359,11359
4/17/07 11:00,11150,11150,11150,11150,11150
4/17/07 12:00,10887,10887,10887,10887,10887
4/17/07 13:00,10751,10751,10751,10751,10751
4/17/07 14:00,10519,10519,10519,10519,10519
4/17/07 15:00,10539,10539,10539,10539,10539
4/17/07 16:00,10476,10476,10476,10476,10476
4/17/07 17:00,10252,10252,10252,10252,10252
4/17/07 18:00,10080,10080,10080,10080,10080
4/17/07 19:00,10219,10219,10219,10219,10219
4/17/07 20:00,10274,10274,10274,10274,10274
4/17/07 21:00,10057,10057,10057,10057,10057
4/17/07 22:00,9311,9311,9311,9311,9311
4/17/07 23:00,8758,8758,8758,8758,8758
4/18/07 0:00,8463,8463,8463,8463,8463
4/18/07 1:00,8310,8310,8310,8310,8310
4/18/07 2:00,8246,8246,8246,8246,8246
4/18/07 3:00,8414,8414,8414,8414,8414
4/18/07 4:00,8473,8473,8473,8473,8473
4/18/07 5:00,8715,8715,8715,8715,8715
4/18/07 6:00,9358,9358,9358,9358,9358
4/18/07 7:00,9909,9909,9909,9909,9909
4/18/07 8:00,10125,10125,10125,10125,10125
4/18/07 9:00,10096,10096,10096,10096,10096
4/18/07 10:00,10018,10018,10018,10018,10018
4/18/07 11:00,9734,9734,9734,9734,9734
4/18/07 12:00,9486,9486,9486,9486,9486
4/18/07 13:00,9302,9302,9302,9302,9302
4/18/07 14:00,9225,9225,9225,9225,9225
4/18/07 15:00,9382,9382,9382,9382,9382
4/18/07 16:00,9433,9433,9433,9433,9433
4/18/07 17:00,9389,9389,9389,9389,9389
4/18/07 18:00,9404,9404,9404,9404,9404
4/18/07 19:00,9615,9615,9615,9615,9615
4/18/07 20:00,9547,9547,9547,9547,9547
4/18/07 21:00,9391,9391,9391,9391,9391
4/18/07 22:00,8830,8830,8830,8830,8830
4/18/07 23:00,8360,8360,8360,8360,8360
4/19/07 0:00,8028,8028,8028,8028,8028
4/19/07 1:00,7895,7895,7895,7895,7895
4/19/07 2:00,7834,7834,7834,7834,7834
4/19/07 3:00,7917,7917,7917,7917,7917
4/19/07 4:00,8066,8066,8066,8066,8066
4/19/07 5:00,8156,8156,8156,8156,8156
4/19/07 6:00,8637,8637,8637,8637,8637
4/19/07 7:00,9210,9210,9210,9210,9210
4/19/07 8:00,9500,9500,9500,9500,9500
4/19/07 9:00,9679,9679,9679,9679,9679
4/19/07 10:00,9751,9751,9751,9751,9751
4/19/07 11:00,9442,9442,9442,9442,9442
4/19/07 12:00,9075,9075,9075,9075,9075
4/19/07 13:00,8879,8879,8879,8879,8879
4/19/07 14:00,8760,8760,8760,8760,8760
4/19/07 15:00,8926,8926,8926,8926,8926
4/19/07 16:00,9207,9207,9207,9207,9207
4/19/07 17:00,9333,9333,9333,9333,9333
4/19/07 18:00,9491,9491,9491,9491,9491
4/19/07 19:00,9752,9752,9752,9752,9752
4/19/07 20:00,9720,9720,9720,9720,9720
4/19/07 21:00,9346,9346,9346,9346,9346
4/19/07 22:00,8658,8658,8658,8658,8658
4/19/07 23:00,8362,8362,8362,8362,8362
4/20/07 0:00,8159,8159,8159,8159,8159
4/20/07 1:00,8114,8114,8114,8114,8114
4/20/07 2:00,8227,8227,8227,8227,8227
4/20/07 3:00,8921,8921,8921,8921,8921
4/20/07 4:00,9997,9997,9997,9997,9997
4/20/07 5:00,10739,10739,10739,10739,10739
4/20/07 6:00,11133,11133,11133,11133,11133
4/20/07 7:00,11471,11471,11471,11471,11471
4/20/07 8:00,11549,11549,11549,11549,11549
4/20/07 9:00,11706,11706,11706,11706,11706
4/20/07 10:00,11350,11350,11350,11350,11350
4/20/07 11:00,11327,11327,11327,11327,11327
4/20/07 12:00,11259,11259,11259,11259,11259
4/20/07 13:00,11095,11095,11095,11095,11095
4/20/07 14:00,10945,10945,10945,10945,10945
4/20/07 15:00,10985,10985,10985,10985,10985
4/20/07 16:00,10892,10892,10892,10892,10892
4/20/07 17:00,10582,10582,10582,10582,10582
4/20/07 18:00,10519,10519,10519,10519,10519
4/20/07 19:00,10697,10697,10697,10697,10697
4/20/07 20:00,10565,10565,10565,10565,10565
4/20/07 21:00,10238,10238,10238,10238,10238
4/20/07 22:00,9391,9391,9391,9391,9391
4/20/07 23:00,8913,8913,8913,8913,8913
4/21/07 0:00,8713,8713,8713,8713,8713
4/21/07 1:00,8591,8591,8591,8591,8591
4/21/07 2:00,8693,8693,8693,8693,8693
4/21/07 3:00,9199,9199,9199,9199,9199
4/21/07 4:00,10193,10193,10193,10193,10193
4/21/07 5:00,10961,10961,10961,10961,10961
4/21/07 6:00,11272,11272,11272,11272,11272
4/21/07 7:00,11578,11578,11578,11578,11578
4/21/07 8:00,11634,11634,11634,11634,11634
4/21/07 9:00,11749,11749,11749,11749,11749
4/21/07 10:00,11432,11432,11432,11432,11432
4/21/07 11:00,11283,11283,11283,11283,11283
4/21/07 12:00,11152,11152,11152,11152,11152
4/21/07 13:00,11004,11004,11004,11004,11004
4/21/07 14:00,10901,10901,10901,10901,10901
4/21/07 15:00,10895,10895,10895,10895,10895
4/21/07 16:00,10815,10815,10815,10815,10815
4/21/07 17:00,10501,10501,10501,10501,10501
4/21/07 18:00,10332,10332,10332,10332,10332
4/21/07 19:00,10552,10552,10552,10552,10552
4/21/07 20:00,10479,10479,10479,10479,10479
4/21/07 21:00,10112,10112,10112,10112,10112
4/21/07 22:00,9368,9368,9368,9368,9368
4/21/07 23:00,8921,8921,8921,8921,8921
4/22/07 0:00,8664,8664,8664,8664,8664
4/22/07 1:00,8521,8521,8521,8521,8521
4/22/07 2:00,8555,8555,8555,8555,8555
4/22/07 3:00,8910,8910,8910,8910,8910
4/22/07 4:00,9757,9757,9757,9757,9757
4/22/07 5:00,10474,10474,10474,10474,10474
4/22/07 6:00,10881,10881,10881,10881,10881
4/22/07 7:00,11177,11177,11177,11177,11177
4/22/07 8:00,11201,11201,11201,11201,11201
4/22/07 9:00,11333,11333,11333,11333,11333
4/22/07 10:00,11250,11250,11250,11250,11250
4/22/07 11:00,11128,11128,11128,11128,11128
4/22/07 12:00,11017,11017,11017,11017,11017
4/22/07 13:00,10882,10882,10882,10882,10882
4/22/07 14:00,10702,10702,10702,10702,10702
4/22/07 15:00,10609,10609,10609,10609,10609
4/22/07 16:00,10489,10489,10489,10489,10489
4/22/07 17:00,10239,10239,10239,10239,10239
4/22/07 18:00,10166,10166,10166,10166,10166
4/22/07 19:00,10440,10440,10440,10440,10440
4/22/07 20:00,10450,10450,10450,10450,10450
4/22/07 21:00,10181,10181,10181,10181,10181
4/22/07 22:00,9443,9443,9443,9443,9443
4/22/07 23:00,8956,8956,8956,8956,8956
4/23/07 0:00,8658,8658,8658,8658,8658
4/23/07 1:00,8551,8551,8551,8551,8551
4/23/07 2:00,8702,8702,8702,8702,8702
4/23/07 3:00,9162,9162,9162,9162,9162
4/23/07 4:00,9992,9992,9992,9992,9992
4/23/07 5:00,10845,10845,10845,10845,10845
4/23/07 6:00,11252,11252,11252,11252,11252
4/23/07 7:00,11503,11503,11503,11503,11503
4/23/07 8:00,11515,11515,11515,11515,11515
4/23/07 9:00,11616,11616,11616,11616,11616
4/23/07 10:00,11286,11286,11286,11286,11286
4/23/07 11:00,11222,11222,11222,11222,11222
4/23/07 12:00,11082,11082,11082,11082,11082
4/23/07 13:00,10927,10927,10927,10927,10927
4/23/07 14:00,10786,10786,10786,10786,10786
4/23/07 15:00,10856,10856,10856,10856,10856
4/23/07 16:00,10738,10738,10738,10738,10738
4/23/07 17:00,10441,10441,10441,10441,10441
4/23/07 18:00,10186,10186,10186,10186,10186
4/23/07 19:00,10387,10387,10387,10387,10387
4/23/07 20:00,10399,10399,10399,10399,10399
4/23/07 21:00,10101,10101,10101,10101,10101
4/23/07 22:00,9228,9228,9228,9228,9228
4/23/07 23:00,8814,8814,8814,8814,8814
4/24/07 0:00,8504,8504,8504,8504,8504
4/24/07 1:00,8385,8385,8385,8385,8385
4/24/07 2:00,8503,8503,8503,8503,8503
4/24/07 3:00,9046,9046,9046,9046,9046
4/24/07 4:00,9935,9935,9935,9935,9935
4/24/07 5:00,10698,10698,10698,10698,10698
4/24/07 6:00,11186,11186,11186,11186,11186
4/24/07 7:00,11352,11352,11352,11352,11352
4/24/07 8:00,11366,11366,11366,11366,11366
4/24/07 9:00,11490,11490,11490,11490,11490
4/24/07 10:00,11257,11257,11257,11257,11257
4/24/07 11:00,11057,11057,11057,11057,11057
4/24/07 12:00,10873,10873,10873,10873,10873
4/24/07 13:00,10750,10750,10750,10750,10750
4/24/07 14:00,10574,10574,10574,10574,10574
4/24/07 15:00,10624,10624,10624,10624,10624
4/24/07 16:00,10537,10537,10537,10537,10537
4/24/07 17:00,10191,10191,10191,10191,10191
4/24/07 18:00,10041,10041,10041,10041,10041
4/24/07 19:00,10184,10184,10184,10184,10184
4/24/07 20:00,10294,10294,10294,10294,10294
4/24/07 21:00,9997,9997,9997,9997,9997
4/24/07 22:00,9184,9184,9184,9184,9184
4/24/07 23:00,8637,8637,8637,8637,8637
4/25/07 0:00,8241,8241,8241,8241,8241
4/25/07 1:00,8116,8116,8116,8116,8116
4/25/07 2:00,7947,7947,7947,7947,7947
4/25/07 3:00,7998,7998,7998,7998,7998
4/25/07 4:00,8177,8177,8177,8177,8177
4/25/07 5:00,8653,8653,8653,8653,8653
4/25/07 6:00,9368,9368,9368,9368,9368
4/25/07 7:00,9946,9946,9946,9946,9946
4/25/07 8:00,10219,10219,10219,10219,10219
4/25/07 9:00,10415,10415,10415,10415,10415
4/25/07 10:00,10400,10400,10400,10400,10400
4/25/07 11:00,10085,10085,10085,10085,10085
4/25/07 12:00,9765,9765,9765,9765,9765
4/25/07 13:00,9658,9658,9658,9658,9658
4/25/07 14:00,9578,9578,9578,9578,9578
4/25/07 15:00,9589,9589,9589,9589,9589
4/25/07 16:00,9581,9581,9581,9581,9581
4/25/07 17:00,9415,9415,9415,9415,9415
4/25/07 18:00,9298,9298,9298,9298,9298
4/25/07 19:00,9591,9591,9591,9591,9591
4/25/07 20:00,9507,9507,9507,9507,9507
4/25/07 21:00,9374,9374,9374,9374,9374
4/25/07 22:00,8756,8756,8756,8756,8756
4/25/07 23:00,8272,8272,8272,8272,8272
4/26/07 0:00,7873,7873,7873,7873,7873
4/26/07 1:00,7729,7729,7729,7729,7729
4/26/07 2:00,7690,7690,7690,7690,7690
4/26/07 3:00,7803,7803,7803,7803,7803
4/26/07 4:00,7792,7792,7792,7792,7792
4/26/07 5:00,7986,7986,7986,7986,7986
4/26/07 6:00,8551,8551,8551,8551,8551
4/26/07 7:00,9081,9081,9081,9081,9081
4/26/07 8:00,9474,9474,9474,9474,9474
4/26/07 9:00,9851,9851,9851,9851,9851
4/26/07 10:00,9930,9930,9930,9930,9930
4/26/07 11:00,9586,9586,9586,9586,9586
4/26/07 12:00,9273,9273,9273,9273,9273
4/26/07 13:00,9223,9223,9223,9223,9223
4/26/07 14:00,9206,9206,9206,9206,9206
4/26/07 15:00,9332,9332,9332,9332,9332
4/26/07 16:00,9588,9588,9588,9588,9588
4/26/07 17:00,9746,9746,9746,9746,9746
4/26/07 18:00,9729,9729,9729,9729,9729
4/26/07 19:00,9779,9779,9779,9779,9779
4/26/07 20:00,9680,9680,9680,9680,9680
4/26/07 21:00,9372,9372,9372,9372,9372
4/26/07 22:00,8726,8726,8726,8726,8726
4/26/07 23:00,8298,8298,8298,8298,8298
4/27/07 0:00,8036,8036,8036,8036,8036
4/27/07 1:00,7870,7870,7870,7870,7870
4/27/07 2:00,8001,8001,8001,8001,8001
4/27/07 3:00,8579,8579,8579,8579,8579
4/27/07 4:00,9613,9613,9613,9613,9613
4/27/07 5:00,10430,10430,10430,10430,10430
4/27/07 6:00,11021,11021,11021,11021,11021
4/27/07 7:00,11323,11323,11323,11323,11323
4/27/07 8:00,11457,11457,11457,11457,11457
4/27/07 9:00,11647,11647,11647,11647,11647
4/27/07 10:00,11335,11335,11335,11335,11335
4/27/07 11:00,11313,11313,11313,11313,11313
4/27/07 12:00,11204,11204,11204,11204,11204
4/27/07 13:00,11107,11107,11107,11107,11107
4/27/07 14:00,10962,10962,10962,10962,10962
4/27/07 15:00,11016,11016,11016,11016,11016
4/27/07 16:00,10920,10920,10920,10920,10920
4/27/07 17:00,10569,10569,10569,10569,10569
4/27/07 18:00,10312,10312,10312,10312,10312
4/27/07 19:00,10391,10391,10391,10391,10391
