Hour,day_ahead_norm,Wind Farm 1 (MW),day_ahead_norm,Wind Farm 2 (MW),day_ahead_norm,Wind Farm 3 (MW),day_ahead_norm,Wind Farm 4 (MW),day_ahead_norm,Wind Farm 5 (MW),Wind Farm 6 (MW),day_ahead_norm,Offshore Wind1 (MW),Offshore Wind (MW),year
1/4/07 18:00,0.818954349,12284.31523,0.87556982,13133.54731,0.886313021,13294.69532,0.841317415,12619.76123,0.825669169,12385.03754,13114.61002,0.874307334,0.633383155,9500.747325,2007
1/4/07 19:00,0.818954349,12284.31523,0.87556982,13133.54731,0.886313021,13294.69532,0.841317415,12619.76123,0.825669169,12385.03754,13114.61002,0.874307334,0.642919242,9643.78863,2007
1/4/07 20:00,0.818954349,12284.31523,0.87556982,13133.54731,0.886313021,13294.69532,0.841317415,12619.76123,0.825669169,12385.03754,13114.61002,0.874307334,0.671631992,10074.47988,2007
1/4/07 21:00,0.818954349,12284.31523,0.87556982,13133.54731,0.886313021,13294.69532,0.841317415,12619.76123,0.825669169,12385.03754,13114.61002,0.874307334,0.705368221,10580.52332,2007
1/4/07 22:00,0.818954349,12284.31523,0.87556982,13133.54731,0.886313021,13294.69532,0.841317415,12619.76123,0.825669169,12385.03754,13114.61002,0.874307334,0.736646354,11049.69531,2007
1/4/07 23:00,0.818954349,12284.31523,0.87556982,13133.54731,0.886313021,13294.69532,0.841317415,12619.76123,0.825669169,12385.03754,13114.61002,0.874307334,0.745086908,11176.30362,2007
1/5/07 0:00,0.875169396,13127.54095,0.917029679,13755.44518,0.921264172,13818.96257,0.894595802,13418.93703,0.88155067,13223.26005,13728.79207,0.915252805,0.733733714,11006.00571,2007
1/5/07 1:00,0.875169396,13127.54095,0.917029679,13755.44518,0.921264172,13818.96257,0.894595802,13418.93703,0.88155067,13223.26005,13728.79207,0.915252805,0.547515392,8212.73088,2007
1/5/07 2:00,0.875169396,13127.54095,0.917029679,13755.44518,0.921264172,13818.96257,0.894595802,13418.93703,0.88155067,13223.26005,13728.79207,0.915252805,0.546693563,8200.403445,2007
1/5/07 3:00,0.875169396,13127.54095,0.917029679,13755.44518,0.921264172,13818.96257,0.894595802,13418.93703,0.88155067,13223.26005,13728.79207,0.915252805,0.531142533,7967.137995,2007
